12.7184 	9.05676 	A 	16.88 	14.722 	B 	17.3621 	15.2589 	C 	
13.2501 	11.4615 	A 	22.5055 	11.7187 	B 	23.1925 	13.5098 	C 	
16.41 	9.8488 	A 	23.5873 	17.1041 	B 	18.2539 	8.05903 	C 	
12.1401 	11.5819 	A 	12.5131 	19.242 	B 	21.6856 	13.9855 	C 	
15.07 	8.63332 	A 	19.4 	19.9788 	B 	20.6575 	6.33287 	C 	
16.0062 	5.2139 	A 	16.3751 	15.2485 	B 	18.1749 	16.6429 	C 	
16.0901 	10.7017 	A 	18.5962 	12.6204 	B 	16.51 	14.5185 	C 	
18.4742 	8.50958 	A 	19.6444 	18.1517 	B 	19.2609 	10.3393 	C 	
10.4542 	7.85595 	A 	21.9404 	13.1854 	B 	17.2444 	14.2041 	C 	
14.3805 	7.37275 	A 	19.7978 	15.4246 	B 	22.7017 	15.0687 	C 	
13.0367 	7.15013 	A 	20.831 	10.6937 	B 	21.0917 	9.09091 	C 	
13.3047 	11.2043 	A 	16.3535 	22.9059 	B 	18.5743 	10.6983 	C 	
16.1505 	11.4441 	A 	17.2686 	19.5771 	B 	19.4288 	13.0953 	C 	
13.7765 	11.6435 	A 	23.8299 	14.9383 	B 	21.6327 	11.0766 	C 	
11.2123 	10.2205 	A 	20.8716 	17.6687 	B 	23.7893 	8.8624 	C 	
14.2667 	8.87311 	A 	20.4935 	14.0266 	B 	16.5828 	15.0131 	C 	
15.2256 	8.32806 	A 	17.4695 	14.9896 	B 	16.5489 	13.9707 	C 	
15.5645 	10.2914 	A 	16.7107 	20.2329 	B 	22.8273 	11.0047 	C 	
15.5631 	12.9476 	A 	13.4379 	19.112 	B 	19.7145 	9.87889 	C 	
12.5129 	13.3893 	A 	12.4977 	20.3991 	B 	20.753 	14.0312 	C 	
12.726 	10.7367 	A 	22.2872 	18.5787 	B 	22.4435 	8.48885 	C 	
13.6046 	14.011 	A 	17.0458 	19.6148 	B 	19.5679 	12.7908 	C 	
16.8874 	9.21546 	A 	15.3554 	16.4023 	B 	15.9196 	6.41658 	C 	
14.4387 	12.1527 	A 	16.7255 	13.4766 	B 	21.0143 	11.6649 	C 	
15.9561 	9.8502 	A 	16.7357 	18.1097 	B 	22.0431 	11.0812 	C 	
13.362 	13.3232 	A 	11.5939 	18.6679 	B 	15.7376 	10.9812 	C 	
16.8928 	10.9694 	A 	16.273 	15.9535 	B 	19.2778 	10.8917 	C 	
10.7901 	8.20589 	A 	17.9227 	20.403 	B 	21.9688 	15.6295 	C 	
18.7654 	9.49938 	A 	12.5625 	17.5053 	B 	18.8448 	18.301 	C 	
13.9177 	5.77957 	A 	17.781 	17.8729 	B 	21.1735 	10.2145 	C 	
15.0162 	10.824 	A 	19.2212 	20.1989 	B 	15.8633 	11.2483 	C 	
13.4718 	12.1694 	A 	18.0774 	18.6522 	B 	20.3945 	10.847 	C 	
14.1716 	9.98578 	A 	16.3255 	17.1461 	B 	18.5681 	9.45121 	C 	
14.5383 	9.73299 	A 	16.1347 	15.7288 	B 	21.1852 	9.87017 	C 	
17.2976 	9.49944 	A 	22.0641 	17.3128 	B 	19.7793 	9.02961 	C 	
14.9446 	10.8274 	A 	21.4288 	16.4456 	B 	15.9334 	13.4917 	C 	
15.7245 	9.39809 	A 	18.7929 	20.7224 	B 	20.3683 	12.5163 	C 	
13.7912 	9.27687 	A 	14.3292 	13.7454 	B 	20.3359 	8.05152 	C 	
13.5589 	8.69146 	A 	15.0391 	21.5873 	B 	25.6219 	10.4204 	C 	
12.223 	10.6259 	A 	18.0133 	18.8098 	B 	21.0461 	12.2624 	C 	
17.2849 	8.28713 	A 	14.9064 	20.5186 	B 	17.6389 	13.9825 	C 	
15.1298 	8.45257 	A 	16.8437 	15.8854 	B 	18.5434 	16.0342 	C 	
12.9818 	5.69573 	A 	15.6323 	19.2583 	B 	18.6114 	11.6282 	C 	
18.6253 	10.8395 	A 	20.1126 	19.3347 	B 	21.6219 	14.4648 	C 	
14.8616 	9.44153 	A 	13.818 	16.6785 	B 	22.0942 	12.2765 	C 	
15.3552 	10.0307 	A 	15.9539 	15.9933 	B 	21.2176 	7.72083 	C 	
17.2682 	9.18784 	A 	14.9137 	14.9134 	B 	18.3169 	15.3188 	C 	
14.1659 	10.4195 	A 	17.3254 	17.9765 	B 	23.2729 	11.0465 	C 	
12.3545 	10.2718 	A 	14.2174 	19.3078 	B 	18.6196 	10.6418 	C 	
18.6107 	10.1528 	A 	15.6758 	15.6579 	B 	19.6895 	11.2841 	C 	
15.5944 	12.0655 	A 	14.6082 	16.2611 	B 	21.8686 	7.90591 	C 	
13.6916 	9.53862 	A 	18.7046 	12.6551 	B 	21.0988 	8.01132 	C 	
9.02623 	6.99252 	A 	20.7306 	13.4414 	B 	13.2868 	12.636 	C 	
18.0035 	7.77518 	A 	18.5658 	16.0793 	B 	16.5397 	11.1538 	C 	
14.1069 	11.0562 	A 	21.6696 	13.3615 	B 	16.8707 	12.6899 	C 	
15.4816 	12.9156 	A 	17.7014 	18.5334 	B 	18.9906 	14.4753 	C 	
13.8958 	9.76727 	A 	14.9663 	13.0906 	B 	15.0799 	12.3943 	C 	
13.7602 	10.3722 	A 	16.4211 	15.5659 	B 	15.4481 	15.498 	C 	
15.5676 	8.37203 	A 	17.9339 	17.3996 	B 	17.0969 	11.6657 	C 	
15.824 	10.287 	A 	14.629 	20.7507 	B 	24.3915 	11.1789 	C 	
12.9872 	9.16466 	A 	18.8367 	20.0938 	B 	20.4188 	10.9647 	C 	
9.15794 	11.0057 	A 	16.9223 	18.7183 	B 	18.3915 	13.1461 	C 	
16.6475 	10.4207 	A 	18.7469 	16.8497 	B 	24.2479 	12.9626 	C 	
15.295 	10.5115 	A 	18.7239 	19.3326 	B 	22.0977 	17.4854 	C 	
11.6384 	8.51622 	A 	19.9094 	14.8753 	B 	19.8223 	13.8044 	C 	
17.0762 	10.2454 	A 	18.0679 	12.7523 	B 	19.3083 	9.85595 	C 	
16.1853 	12.6376 	A 	14.5058 	21.5315 	B 	18.9594 	12.8572 	C 	
15.3816 	7.72409 	A 	16.1068 	12.6238 	B 	23.3405 	16.5381 	C 	
15.6004 	11.2141 	A 	14.8837 	19.7384 	B 	21.1388 	11.0714 	C 	
17.9536 	8.68631 	A 	15.5869 	19.6882 	B 	17.2796 	14.9882 	C 	
16.1485 	9.87372 	A 	10.4455 	15.9914 	B 	18.3939 	12.7519 	C 	
14.8541 	6.6666 	A 	22.4006 	12.2628 	B 	22.1955 	10.6835 	C 	
14.512 	12.3517 	A 	21.5922 	17.1993 	B 	19.2419 	10.9646 	C 	
16.3421 	8.28839 	A 	20.3493 	14.7484 	B 	18.6831 	10.0874 	C 	
14.1851 	11.4861 	A 	14.3948 	15.4784 	B 	19.0026 	12.7759 	C 	
13.2959 	14.4864 	A 	15.0433 	18.3175 	B 	21.6544 	14.1409 	C 	
13.1061 	11.0318 	A 	15.6209 	18.259 	B 	20.7024 	13.4574 	C 	
16.0671 	11.1932 	A 	19.7662 	18.3314 	B 	21.8197 	10.8033 	C 	
16.4905 	9.21836 	A 	12.474 	14.4099 	B 	18.6592 	18.2305 	C 	
17.3633 	7.19354 	A 	15.9528 	11.8051 	B 	17.7672 	13.9765 	C 	
16.2402 	11.1323 	A 	16.0097 	14.7039 	B 	20.3735 	14.0179 	C 	
12.8104 	8.60992 	A 	20.6417 	16.3633 	B 	18.4914 	16.5828 	C 	
14.3847 	6.02141 	A 	23.6561 	18.5782 	B 	20.9405 	20.9727 	C 	
15.3896 	11.3763 	A 	19.6664 	22.3312 	B 	21.723 	10.755 	C 	
17.3891 	8.22096 	A 	16.8212 	19.4016 	B 	16.1903 	5.87173 	C 	
14.4585 	3.51094 	A 	21.3752 	20.5015 	B 	20.2113 	15.5016 	C 	
14.4276 	10.2486 	A 	16.2697 	16.6222 	B 	21.1297 	9.78501 	C 	
13.779 	9.74553 	A 	17.5862 	18.4521 	B 	21.795 	12.5192 	C 	
13.0438 	6.81118 	A 	17.4025 	20.3136 	B 	18.7571 	13.7945 	C 	
15.7096 	6.32337 	A 	17.9381 	14.2929 	B 	23.0576 	15.8094 	C 	
12.1519 	9.11332 	A 	21.4748 	16.4493 	B 	20.02 	12.1017 	C 	
13.425 	8.48029 	A 	15.5677 	17.9397 	B 	20.9216 	11.511 	C 	
16.3622 	6.13336 	A 	16.3116 	19.2172 	B 	18.2226 	11.2269 	C 	
16.997 	8.6372 	A 	20.6632 	14.6934 	B 	17.0266 	9.97187 	C 	
11.872 	11.4368 	A 	19.037 	16.2107 	B 	24.3 	12.3714 	C 	
13.5605 	9.32603 	A 	20.2943 	16.7284 	B 	20.4531 	13.9748 	C 	
18.1324 	11.109 	A 	23.478 	16.2036 	B 	16.5418 	12.9562 	C 	
15.1962 	13.3185 	A 	22.0822 	14.7467 	B 	22.909 	11.1953 	C 	
16.3363 	9.15432 	A 	19.4341 	19.3201 	B 	17.7973 	7.70092 	C 	
17.1573 	9.77962 	A 	23.2317 	16.6578 	B 	22.496 	12.2033 	C 	
11.2642 	8.59525 	A 	16.8876 	11.4462 	B 	22.6696 	12.1919 	C 	
11.7991 	8.30578 	A 	19.8213 	14.1352 	B 	18.2074 	12.4222 	C 	
11.8019 	9.64927 	A 	13.3531 	18.5309 	B 	22.3892 	9.99583 	C 	
19.6143 	9.57708 	A 	18.2662 	19.3592 	B 	17.292 	12.7561 	C 	
15.8589 	11.5384 	A 	16.7767 	17.0162 	B 	16.8802 	10.5185 	C 	
17.5132 	8.0911 	A 	17.6508 	17.0408 	B 	20.8912 	15.5726 	C 	
15.3284 	11.045 	A 	13.0492 	18.3416 	B 	19.7269 	12.4633 	C 	
15.697 	10.8824 	A 	15.3174 	16.2402 	B 	18.0481 	15.125 	C 	
15.8821 	9.64477 	A 	18.8856 	20.2106 	B 	19.5511 	12.866 	C 	
12.9395 	12.5748 	A 	14.6641 	13.481 	B 	19.2637 	8.42344 	C 	
15.3473 	9.99174 	A 	16.8642 	15.8989 	B 	24.2687 	11.0504 	C 	
11.3313 	5.33675 	A 	19.0852 	15.3753 	B 	17.6065 	15.7389 	C 	
13.8562 	7.62639 	A 	19.7006 	18.185 	B 	20.1051 	16.6865 	C 	
16.6254 	12.6815 	A 	22.1122 	17.0537 	B 	16.5577 	10.534 	C 	
13.0102 	9.89023 	A 	14.9407 	19.7496 	B 	22.0097 	15.6314 	C 	
16.3043 	8.19246 	A 	25.7046 	18.7137 	B 	19.7738 	14.9394 	C 	
13.8925 	10.9616 	A 	14.6719 	15.8949 	B 	15.5026 	13.3705 	C 	
16.4336 	10.2626 	A 	20.5037 	14.8173 	B 	24.1444 	13.3088 	C 	
14.7699 	6.71367 	A 	17.5975 	12.7474 	B 	18.7094 	11.6076 	C 	
14.6864 	10.3481 	A 	23.8974 	11.329 	B 	22.7607 	6.5649 	C 	
14.4377 	12.076 	A 	21.1508 	18.5465 	B 	22.2809 	13.7467 	C 	
13.7354 	12.269 	A 	17.8806 	15.9282 	B 	18.4518 	14.5958 	C 	
14.0812 	8.84558 	A 	15.5752 	19.3119 	B 	21.7072 	10.4848 	C 	
14.4508 	9.88612 	A 	14.3955 	18.4553 	B 	21.6778 	8.44556 	C 	
12.4347 	11.4476 	A 	18.0524 	12.7795 	B 	18.2663 	9.19854 	C 	
18.4822 	5.72428 	A 	19.4223 	13.1019 	B 	17.2308 	15.8345 	C 	
17.9793 	8.32957 	A 	18.3397 	21.3097 	B 	18.8252 	12.9033 	C 	
15.9349 	10.2448 	A 	22.003 	12.1125 	B 	20.2192 	12.007 	C 	
10.0481 	7.05017 	A 	11.9991 	16.1293 	B 	21.5207 	12.4611 	C 	
16.0968 	10.2439 	A 	15.3484 	17.9983 	B 	17.9002 	16.2764 	C 	
11.741 	11.6601 	A 	23.2822 	13.8899 	B 	15.1398 	13.1079 	C 	
17.6263 	10.1541 	A 	20.1885 	18.4745 	B 	18.4232 	9.43613 	C 	
14.6402 	11.0051 	A 	20.7334 	19.5526 	B 	17.7436 	11.9104 	C 	
17.6374 	7.48064 	A 	18.5777 	16.4759 	B 	23.3311 	7.57845 	C 	
16.8271 	8.73648 	A 	12.7259 	18.149 	B 	16.7857 	11.1518 	C 	
16.0757 	8.72713 	A 	20.7947 	18.3239 	B 	20.0056 	12.2443 	C 	
10.8204 	9.08593 	A 	17.6552 	24.1873 	B 	16.1524 	11.1886 	C 	
12.7417 	10.4065 	A 	22.1303 	19.7041 	B 	21.4807 	12.7186 	C 	
15.4067 	11.4095 	A 	20.4453 	25.7772 	B 	20.145 	12.1768 	C 	
17.1318 	7.8091 	A 	15.2098 	11.5271 	B 	21.8463 	12.1357 	C 	
12.7261 	7.17041 	A 	15.9152 	15.5655 	B 	17.5572 	9.84853 	C 	
13.6712 	9.93632 	A 	12.2763 	15.1818 	B 	21.5984 	14.2504 	C 	
19.071 	12.3744 	A 	18.3935 	18.491 	B 	18.8778 	7.02333 	C 	
13.4856 	11.7556 	A 	19.2785 	20.1327 	B 	24.5458 	10.8215 	C 	
18.8041 	7.34135 	A 	19.7785 	12.2048 	B 	21.1168 	10.9265 	C 	
14.2814 	15.7513 	A 	16.0064 	18.8931 	B 	18.8186 	9.08876 	C 	
13.9496 	8.79744 	A 	13.5619 	21.5758 	B 	19.8567 	11.6297 	C 	
15.3773 	9.75773 	A 	11.5677 	20.3967 	B 	21.231 	13.3471 	C 	
14.5151 	10.2463 	A 	20.7331 	21.1842 	B 	20.7218 	11.9183 	C 	
16.8859 	11.0346 	A 	12.077 	15.9765 	B 	18.7673 	12.7683 	C 	
15.3794 	6.50014 	A 	19.725 	18.5754 	B 	17.3556 	10.5486 	C 	
14.9934 	8.90664 	A 	22.0697 	19.0993 	B 	18.0278 	11.2399 	C 	
11.2272 	10.7929 	A 	20.2985 	16.4926 	B 	18.5846 	6.94523 	C 	
16.5915 	8.73475 	A 	14.1791 	22.294 	B 	19.7071 	8.73198 	C 	
13.0911 	6.79148 	A 	16.797 	15.8495 	B 	16.8765 	11.7279 	C 	
13.8249 	10.7293 	A 	18.2488 	15.1624 	B 	19.1832 	11.4729 	C 	
15.6068 	11.3935 	A 	22.2543 	16.4796 	B 	17.7848 	13.2031 	C 	
14.5845 	9.78788 	A 	20.6101 	19.0491 	B 	20.3897 	12.9664 	C 	
17.0576 	7.84496 	A 	21.8424 	18.3775 	B 	17.7931 	14.7526 	C 	
15.0778 	10.691 	A 	16.5652 	17.5199 	B 	18.5798 	12.7003 	C 	
13.4207 	8.05968 	A 	18.6032 	10.5596 	B 	20.5003 	14.1245 	C 	
15.5514 	9.91925 	A 	18.0584 	25.2086 	B 	20.9815 	13.1469 	C 	
13.1492 	10.8413 	A 	17.8444 	16.5606 	B 	23.1806 	13.7849 	C 	
14.3437 	12.4655 	A 	21.2408 	13.9254 	B 	18.6869 	13.1299 	C 	
15.6278 	7.84281 	A 	15.7375 	16.3991 	B 	22.4183 	12.9072 	C 	
17.9876 	8.87593 	A 	15.1642 	16.742 	B 	25.3323 	16.4781 	C 	
17.0499 	9.1749 	A 	19.6378 	19.1072 	B 	22.3211 	12.751 	C 	
12.3259 	6.95106 	A 	23.6523 	18.1792 	B 	19.9066 	13.2156 	C 	
13.8712 	13.5328 	A 	17.5922 	12.5198 	B 	23.3964 	11.2183 	C 	
15.2411 	9.17039 	A 	21.1954 	20.128 	B 	19.1715 	10.3192 	C 	
14.6432 	9.46728 	A 	23.9877 	18.0739 	B 	22.2054 	16.6224 	C 	
14.0563 	8.32538 	A 	18.9522 	20.6972 	B 	19.3449 	11.703 	C 	
10.41 	7.58146 	A 	14.334 	20.3326 	B 	19.5587 	20.18 	C 	
15.0438 	9.08385 	A 	17.7162 	16.9311 	B 	16.9673 	11.892 	C 	
14.9625 	10.6825 	A 	21.6343 	20.0077 	B 	22.3112 	11.8738 	C 	
11.5004 	9.59872 	A 	18.8897 	17.9404 	B 	22.3675 	14.2824 	C 	
15.0412 	11.705 	A 	19.9961 	19.7086 	B 	18.8888 	9.43957 	C 	
15.8729 	7.07628 	A 	17.7385 	18.074 	B 	21.5397 	7.94196 	C 	
13.176 	8.04245 	A 	19.6162 	14.4546 	B 	23.8303 	14.6001 	C 	
13.188 	6.77022 	A 	16.9357 	22.355 	B 	19.8872 	15.1214 	C 	
11.5097 	8.24696 	A 	23.8031 	19.238 	B 	19.9797 	6.85135 	C 	
16.3744 	13.026 	A 	13.6603 	14.0757 	B 	16.4539 	12.4808 	C 	
16.043 	6.31902 	A 	19.0326 	20.2149 	B 	21.5231 	11.5643 	C 	
10.9739 	6.26464 	A 	21.5308 	18.4702 	B 	22.5279 	9.94602 	C 	
13.1938 	9.86238 	A 	15.5715 	15.1737 	B 	15.4433 	8.29283 	C 	
12.6801 	11.3132 	A 	19.3424 	20.5002 	B 	20.5444 	7.67845 	C 	
13.3216 	3.91672 	A 	17.7765 	14.4158 	B 	17.6202 	17.5265 	C 	
13.3895 	11.0475 	A 	17.6814 	12.2358 	B 	19.8894 	13.612 	C 	
15.3919 	8.2327 	A 	23.1679 	17.3961 	B 	21.9278 	7.71926 	C 	
14.3836 	11.6392 	A 	16.0295 	22.182 	B 	16.7629 	7.19807 	C 	
14.2979 	10.0442 	A 	22.0091 	9.17931 	B 	21.7448 	10.835 	C 	
15.0048 	9.19511 	A 	15.0768 	15.2608 	B 	17.4482 	6.81621 	C 	
14.8193 	8.8133 	A 	17.4612 	20.0193 	B 	24.2705 	16.3172 	C 	
13.6687 	11.7761 	A 	17.5263 	20.8509 	B 	15.5111 	12.9281 	C 	
18.3706 	8.26663 	A 	20.0026 	16.3542 	B 	13.734 	11.4658 	C 	
14.322 	8.77815 	A 	18.8506 	15.0041 	B 	22.8624 	13.2543 	C 	
12.1171 	6.9394 	A 	16.747 	17.6032 	B 	14.6523 	15.8533 	C 	
16.8618 	11.3067 	A 	21.2571 	14.8177 	B 	17.041 	8.81019 	C 	
17.9969 	9.63486 	A 	25.0669 	16.9662 	B 	24.651 	12.5873 	C 	
13.3407 	8.62115 	A 	17.5987 	17.9535 	B 	19.9063 	12.3913 	C 	
13.2766 	11.0671 	A 	20.4666 	13.4009 	B 	18.5229 	12.2525 	C 	
14.9089 	8.34513 	A 	16.082 	21.7709 	B 	17.9007 	14.5228 	C 	
14.5843 	12.9748 	A 	16.4652 	19.0317 	B 	20.9656 	11.8884 	C 	
16.7101 	8.14285 	A 	21.0998 	20.6935 	B 	17.0402 	12.5802 	C 	
12.7685 	9.0638 	A 	13.9092 	20.1962 	B 	21.763 	8.34204 	C 	
16.9301 	7.7886 	A 	20.7393 	21.4444 	B 	21.06 	10.6521 	C 	
16.1118 	7.55343 	A 	21.9951 	16.0321 	B 	16.49 	11.6962 	C 	
14.848 	10.2745 	A 	15.52 	11.9416 	B 	21.261 	9.33421 	C 	
12.4401 	9.69208 	A 	14.7157 	17.4568 	B 	20.0845 	10.2782 	C 	
14.4065 	10.3594 	A 	19.5293 	15.3238 	B 	20.2074 	13.618 	C 	
18.0518 	7.95189 	A 	17.6788 	16.7768 	B 	19.695 	8.62176 	C 	
11.9839 	10.1568 	A 	16.3714 	22.9648 	B 	21.6647 	13.1623 	C 	
13.4514 	10.2088 	A 	24.0279 	15.6039 	B 	20.8458 	14.4495 	C 	
14.923 	11.8154 	A 	16.1503 	16.2158 	B 	22.9178 	16.1254 	C 	
10.7772 	10.3069 	A 	14.9461 	14.4743 	B 	19.2633 	10.736 	C 	
14.0659 	9.19544 	A 	16.4261 	9.30673 	B 	19.9184 	11.4372 	C 	
15.1626 	7.20948 	A 	20.1548 	18.3095 	B 	19.2056 	18.2672 	C 	
15.1964 	9.18645 	A 	17.0678 	19.1423 	B 	13.5193 	11.9581 	C 	
16.4132 	12.5661 	A 	19.3011 	16.7651 	B 	20.6293 	13.1249 	C 	
14.2622 	6.82722 	A 	19.3733 	21.4444 	B 	17.9873 	13.8748 	C 	
13.8108 	7.64075 	A 	21.1574 	19.3349 	B 	20.6907 	12.8568 	C 	
12.6546 	14.1643 	A 	16.9597 	18.992 	B 	19.7163 	16.1181 	C 	
10.3962 	9.11799 	A 	14.9466 	15.4074 	B 	17.997 	14.254 	C 	
16.868 	9.99638 	A 	17.6252 	18.5593 	B 	16.7645 	10.9762 	C 	
15.003 	16.1242 	A 	20.9496 	13.0066 	B 	22.179 	14.9542 	C 	
17.9254 	10.9846 	A 	22.9339 	17.684 	B 	20.0755 	9.72928 	C 	
13.0268 	10.7682 	A 	16.2844 	17.4629 	B 	17.9647 	15.8315 	C 	
15.661 	7.47827 	A 	12.0046 	21.7945 	B 	21.3197 	7.03729 	C 	
16.3411 	12.4635 	A 	17.0373 	15.9519 	B 	22.2441 	9.46271 	C 	
13.3935 	10.3302 	A 	16.3089 	13.5551 	B 	21.5925 	10.943 	C 	
14.8848 	12.3116 	A 	11.7785 	15.2759 	B 	20.8361 	13.8232 	C 	
18.0345 	6.70812 	A 	22.9034 	15.2027 	B 	17.9624 	10.1322 	C 	
13.1423 	10.5743 	A 	16.1192 	21.0828 	B 	23.8643 	14.0524 	C 	
13.0334 	10.5409 	A 	17.0222 	21.159 	B 	19.2008 	11.2247 	C 	
11.8689 	10.4094 	A 	18.7486 	18.3215 	B 	21.0741 	15.6715 	C 	
17.957 	12.5693 	A 	22.7958 	15.6919 	B 	19.0752 	8.27526 	C 	
12.7804 	10.5737 	A 	20.6454 	15.9593 	B 	15.7978 	10.7122 	C 	
17.7276 	11.2845 	A 	21.6752 	16.2719 	B 	16.1467 	12.4786 	C 	
15.1501 	6.47748 	A 	19.6779 	17.4664 	B 	15.8553 	14.6405 	C 	
11.9737 	8.07941 	A 	15.5918 	18.6961 	B 	18.7849 	8.24678 	C 	
12.0662 	11.1218 	A 	19.1793 	14.5642 	B 	18.1752 	14.3872 	C 	
14.3712 	9.74634 	A 	15.562 	15.1415 	B 	17.3093 	10.2992 	C 	
11.5363 	11.2107 	A 	12.4256 	22.7147 	B 	18.9459 	9.74871 	C 	
18.8208 	6.90488 	A 	17.8243 	17.2521 	B 	19.1488 	12.8931 	C 	
15.3072 	9.92233 	A 	16.8351 	23.2255 	B 	17.5124 	14.3497 	C 	
14.4906 	10.1855 	A 	18.0541 	20.3299 	B 	23.1084 	9.4639 	C 	
17.7065 	13.7567 	A 	10.733 	15.5081 	B 	19.5848 	13.718 	C 	
15.6236 	11.174 	A 	18.9424 	23.2099 	B 	20.2349 	10.2475 	C 	
15.0245 	9.0099 	A 	17.153 	15.0561 	B 	15.9669 	11.2532 	C 	
15.7671 	11.7989 	A 	23.4339 	17.6369 	B 	17.4936 	12.1459 	C 	
16.9471 	9.48819 	A 	19.9268 	18.5337 	B 	25.0527 	12.1605 	C 	
10.5651 	9.70143 	A 	18.9436 	13.3311 	B 	22.063 	12.0083 	C 	
18.2865 	12.9121 	A 	13.7138 	17.3183 	B 	22.317 	10.8346 	C 	
15.0791 	12.1505 	A 	18.0642 	13.5671 	B 	21.1163 	12.8394 	C 	
12.537 	10.0431 	A 	20.2918 	19.3024 	B 	21.9596 	7.78465 	C 	
14.4087 	7.71324 	A 	23.1409 	21.4921 	B 	17.3819 	8.32883 	C 	
14.9182 	10.0661 	A 	15.9379 	16.2149 	B 	24.8801 	12.4682 	C 	
13.1921 	9.194 	A 	17.4357 	19.7424 	B 	20.9712 	8.51597 	C 	
18.3703 	9.20482 	A 	12.7779 	15.3751 	B 	17.9105 	13.1548 	C 	
15.2022 	9.90733 	A 	15.7615 	17.9859 	B 	13.1288 	13.4862 	C 	
10.9688 	8.59424 	A 	17.708 	18.701 	B 	18.7437 	15.4924 	C 	
16.0122 	6.95817 	A 	19.8209 	18.9719 	B 	21.5686 	11.0822 	C 	
17.0826 	11.3639 	A 	22.491 	16.1893 	B 	18.977 	15.5861 	C 	
14.2899 	10.6409 	A 	18.2639 	15.8876 	B 	27.177 	10.5131 	C 	
17.0877 	9.79109 	A 	16.2696 	20.1902 	B 	18.2613 	9.82309 	C 	
11.7441 	10.3132 	A 	15.1982 	15.8821 	B 	16.4438 	11.4071 	C 	
17.0437 	12.1203 	A 	16.5217 	22.2184 	B 	15.7964 	13.4067 	C 	
14.117 	10.3155 	A 	20.0835 	18.7617 	B 	24.2626 	9.49205 	C 	
14.0305 	10.9782 	A 	23.3507 	22.1657 	B 	17.5033 	10.905 	C 	
15.4892 	10.2544 	A 	17.6043 	15.1228 	B 	18.4671 	5.80629 	C 	
16.2785 	7.35107 	A 	19.485 	17.9228 	B 	17.0483 	12.0189 	C 	
17.4801 	9.53051 	A 	16.2824 	15.5274 	B 	20.7902 	12.9447 	C 	
14.1633 	7.45834 	A 	16.7264 	19.395 	B 	21.208 	12.381 	C 	
17.753 	6.83937 	A 	18.7964 	18.0918 	B 	16.2938 	9.82332 	C 	
16.7374 	9.22065 	A 	17.1102 	11.3964 	B 	18.9544 	14.0699 	C 	
16.0259 	9.88139 	A 	16.6396 	14.1049 	B 	21.1252 	8.73439 	C 	
14.5884 	11.9527 	A 	23.1663 	17.987 	B 	21.271 	15.8344 	C 	
14.8752 	8.47916 	A 	19.6983 	23.5949 	B 	19.2549 	11.5605 	C 	
13.7042 	8.02014 	A 	18.7102 	17.7174 	B 	18.2689 	12.8136 	C 	
12.3699 	8.24456 	A 	15.7098 	7.1404 	B 	20.6552 	11.7698 	C 	
17.1278 	9.72119 	A 	19.1071 	13.1897 	B 	19.7812 	12.4145 	C 	
11.351 	11.604 	A 	18.1591 	20.0876 	B 	19.6432 	14.5884 	C 	
16.4818 	10.7923 	A 	15.7627 	14.2295 	B 	15.5949 	10.4092 	C 	
16.0966 	9.43496 	A 	18.1803 	17.255 	B 	19.248 	10.4388 	C 	
13.6328 	9.56559 	A 	13.4876 	20.8975 	B 	22.3134 	11.5844 	C 	
16.1535 	9.7983 	A 	17.7783 	13.7656 	B 	16.8976 	11.3527 	C 	
16.0638 	8.1346 	A 	22.5472 	13.5157 	B 	17.7858 	7.28367 	C 	
15.2272 	7.09614 	A 	16.4833 	14.7259 	B 	19.3407 	12.1489 	C 	
14.4446 	12.2343 	A 	19.8746 	21.0863 	B 	17.8663 	10.0423 	C 	
17.8195 	10.8307 	A 	18.4997 	19.5055 	B 	21.338 	9.99925 	C 	
17.1486 	9.26191 	A 	17.6203 	17.8553 	B 	16.4663 	14.9012 	C 	
15.7617 	8.53218 	A 	17.885 	17.5776 	B 	19.0986 	14.8351 	C 	
10.8708 	11.3858 	A 	18.5773 	18.0808 	B 	15.2196 	8.66005 	C 	
15.0532 	11.1011 	A 	16.4063 	16.5235 	B 	18.0988 	12.4177 	C 	
12.831 	10.4985 	A 	15.7383 	6.82618 	B 	20.3965 	15.3672 	C 	
14.8518 	10.7501 	A 	16.9876 	14.1208 	B 	17.4656 	11.1886 	C 	
16.6645 	12.0412 	A 	20.4043 	15.4079 	B 	19.8288 	7.72758 	C 	
15.3412 	15.3401 	A 	12.9438 	14.4799 	B 	16.1414 	10.702 	C 	
14.8284 	10.6586 	A 	20.2369 	14.652 	B 	19.0226 	13.101 	C 	
14.32 	10.9643 	A 	17.606 	16.5565 	B 	24.019 	13.1368 	C 	
15.6797 	9.15779 	A 	21.7603 	18.0386 	B 	19.7713 	10.7121 	C 	
13.4356 	8.63552 	A 	14.1514 	20.9652 	B 	17.7669 	11.9579 	C 	
15.0345 	7.27133 	A 	14.1804 	9.1891 	B 	23.7701 	16.3237 	C 	
15.2492 	13.3106 	A 	16.0304 	22.7174 	B 	25.4025 	10.6835 	C 	
12.8716 	11.1679 	A 	16.2079 	19.8749 	B 	21.1692 	17.9631 	C 	
15.0571 	10.8381 	A 	13.6279 	13.7224 	B 	21.8425 	9.23875 	C 	
15.5547 	8.07742 	A 	16.1829 	14.3539 	B 	18.2792 	6.40614 	C 	
